intensity,damage_fraction_mean,damage_fraction_min,damage_fraction_max
0.0,0.0,0.0,0.0
0.25,0.216,0.1944,0.2376
0.5,0.414,0.3726,0.4554000000000001
0.75,0.558,0.5022000000000001,0.6138000000000001
1.0,0.7200000000000001,0.6480000000000001,0.7920000000000001
1.25,0.882,0.7938000000000001,0.9702
1.5,1.0,0.9,1.0
1.75,1.0,0.9,1.0
2.0,1.0,0.9,1.0
2.25,1.0,0.9,1.0
2.5,1.0,0.9,1.0
2.75,1.0,0.9,1.0
3.0,1.0,0.9,1.0
3.5,1.0,0.9,1.0
4.0,1.0,0.9,1.0
5.0,1.0,0.9,1.0
6.0,1.0,0.9,1.0
